event_id,zone_id,latitude,longitude,temperature,humidity,rainfall,animal_density_score,distance_to_road,distance_to_water,distance_to_ranger_station,elevation,hour,month,season,species,historical_incident_count,acoustic_risk,poaching_incident,real_temperature,real_rainfall,real_humidity,real_elevation,terrain_slope,reserve_proximity,road_density,species_occurrence_density
evt_e59bcf27,ZONE_A04,-2.45478,35.14695,15.8,86.2,16.2,36,17224.3,28937.1,53139.9,1300.6,4,3,Wet,Zebra,6,0.42,0,21.7,0.0,75.4,1308.1,4.79,6444.689978610726,0.30138141690567316,91.5
evt_b04e114f,ZONE_B04,-2.1543,35.20677,15.4,86.0,8.7,42,16222.2,5136.5,28675.7,1420.8,4,3,Wet,Elephant,0,0.36,1,21.7,0.0,75.4,1404.9,2.58,1681.7613906584618,0.02415222622176774,227.76
evt_568741a8,ZONE_A04,-2.34665,35.28665,15.9,87.1,0.0,34,5288.3,18936.7,50002.7,1305.5,4,3,Wet,Elephant,6,0.4,1,21.7,0.0,75.4,1319.6,5.32,0.0,0.041776435074702356,176.54999999999998
evt_4613cf0d,ZONE_E03,-1.68256,34.97381,15.1,87.4,0.0,33,30433.2,23317.7,35417.9,1371.2,4,3,Wet,Rhino,3,0.31,0,21.7,0.0,75.4,1395.3,7.81,3081.409949691609,0.38631128612517696,157.07
evt_26be800f,ZONE_A04,-2.31942,35.17042,13.8,91.1,0.0,24,2186.4,13680.2,40250.8,1349.6,4,3,Wet,Zebra,6,0.35,1,21.7,0.0,75.4,1363.3,4.63,3176.968995476504,0.02446384983929916,206.54999999999998
evt_77d36855,ZONE_E05,-1.5286,35.43296,15.1,91.3,54.7,33,81478.0,76551.7,8743.5,1261.0,4,3,Wet,Zebra,12,0.34,0,21.7,0.0,75.4,1282.3,0.34,9713.941328092811,0.08561342962106637,62.18
evt_f1086b6c,ZONE_A02,-2.38901,34.81119,16.4,84.9,0.0,32,9913.5,39791.8,23494.8,1298.1,4,3,Wet,Buffalo,20,0.35,1,21.7,0.0,75.4,1331.2,2.06,6249.2008586965785,0.027823733583555676,84.14999999999999
evt_80ce4e8a,ZONE_D03,-1.8322,34.97309,15.8,90.0,4.0,36,30357.8,19567.8,18897.1,1409.9,4,3,Wet,Zebra,4,0.28,0,21.7,0.0,75.4,1448.8,1.5,0.0,0.06587791793577975,117.63000000000002
evt_058254cb,ZONE_C03,-1.96906,35.09153,17.2,89.9,0.0,36,36798.6,28367.3,10737.4,1498.7,4,3,Wet,Lion,2,0.37,0,21.7,0.0,75.4,1507.4,1.12,0.0,0.07101611785821324,156.25
evt_bbd8d691,ZONE_B05,-2.27176,35.32854,17.6,87.5,0.0,27,3269.0,16360.1,47390.9,1335.2,4,3,Wet,Elephant,6,0.32,0,21.7,0.0,75.4,1319.6,5.32,10374.172525013271,0.044405096336229744,170.17999999999998
evt_7b0228a5,ZONE_B04,-2.18245,35.24166,17.8,91.4,11.6,48,13093.8,5023.6,33655.6,1382.6,4,3,Wet,Zebra,0,0.33,0,21.7,0.0,75.4,1404.9,2.58,10557.834164533251,0.060101373184525964,68.31
evt_0266ac0a,ZONE_C01,-1.928,34.57318,16.0,90.8,15.7,35,14094.4,19356.0,48103.7,1292.5,4,3,Wet,Buffalo,1,0.29,0,21.7,0.0,75.4,1340.9,0.72,0.0,0.03291317007748378,133.63
evt_bc91d688,ZONE_C03,-1.94342,35.06783,16.8,92.4,12.0,34,39651.7,32088.9,9818.0,1465.7,4,3,Wet,Zebra,2,0.3,0,21.7,0.0,75.4,1468.2,1.02,0.0,0.055969947269478876,150.47
evt_7fad2b40,ZONE_A04,-2.31358,35.10831,15.5,94.2,0.0,28,1572.1,16226.3,36887.0,1350.7,4,3,Wet,Zebra,6,0.46,0,21.7,0.0,75.4,1386.0,4.43,5365.064945170125,0.02872199585537256,237.54999999999998
evt_10640d78,ZONE_D05,-1.73125,35.3075,17.4,86.9,0.0,36,63249.4,53473.8,17852.4,1338.9,4,3,Wet,Zebra,11,0.28,0,21.7,0.0,75.4,1333.0,1.52,7763.211063160527,0.027744579102577303,178.11999999999998
evt_677274a5,ZONE_C03,-1.93173,35.05271,13.9,89.6,6.5,37,39198.8,31675.4,9588.4,1500.4,4,3,Wet,Buffalo,2,0.31,0,20.9,11.1,80.9,1468.2,1.02,176.7486113978994,0.02277514882633506,182.16999999999996
evt_ebb2289c,ZONE_D05,-1.76408,35.39675,15.4,84.9,0.0,34,59591.8,53175.3,18248.4,1298.0,4,3,Wet,Elephant,11,0.27,0,20.9,11.1,80.9,1338.3,2.2,7295.705718976394,0.056351344314607955,181.21999999999997
evt_a2bd526f,ZONE_C03,-2.09354,35.07383,16.4,86.4,22.0,33,22959.2,18349.3,13247.0,1520.4,4,3,Wet,Zebra,2,0.37,0,20.9,11.1,80.9,1469.8,9.93,4552.348859182815,0.03417668242366641,50.49
evt_de714fc8,ZONE_E02,-1.56773,34.8197,14.9,92.9,16.6,32,13324.3,25919.5,52075.9,1330.0,4,3,Wet,Zebra,1,0.28,0,20.9,11.1,80.9,1334.4,2.64,0.0,0.038482997449024114,90.99
evt_016c3d0d,ZONE_C05,-1.96034,35.40758,17.4,87.3,0.0,36,37783.8,35245.2,40076.6,1337.0,4,3,Wet,Zebra,3,0.33,0,20.9,11.1,80.9,1349.7,0.95,8740.505658069877,0.02656654486000339,173.33999999999997
evt_752d0f40,ZONE_C01,-2.0293,34.66292,14.9,90.7,11.1,29,4123.5,10520.7,37600.3,1272.8,4,3,Wet,Rhino,1,0.29,1,20.9,11.1,80.9,1402.5,1.79,1967.9281202829018,0.03463946513121576,0.0
evt_d1ca91e2,ZONE_D01,-1.82391,34.60671,18.1,83.3,11.6,32,10371.7,21645.4,47892.6,1347.5,4,3,Wet,Buffalo,3,0.26,0,20.9,11.1,80.9,1322.0,2.78,7509.634481947888,0.5741095091078428,55.699999999999996
evt_f90f9aaa,ZONE_E05,-1.60491,35.47165,15.9,93.3,20.4,38,77295.0,72731.9,7982.8,1296.6,4,3,Wet,Elephant,12,0.3,1,20.9,11.1,80.9,1276.5,3.05,0.0,0.12866551545621197,90.0
evt_da32ef70,ZONE_E04,-1.68884,35.25109,17.7,88.8,4.2,35,61254.5,51636.9,19275.0,1372.5,4,3,Wet,Zebra,10,0.42,0,20.9,11.1,80.9,1333.0,1.52,0.0,0.03357216420346267,1.33
evt_a5c0c920,ZONE_A02,-2.49046,34.73648,17.2,87.0,0.0,32,4189.5,45989.3,18195.6,1326.0,4,3,Wet,Zebra,20,0.32,0,20.9,11.1,80.9,1298.0,2.52,0.0,0.07243312948915126,87.16
evt_316627f5,ZONE_A05,-2.32985,35.34364,17.6,88.4,0.0,34,3406.3,21521.3,52945.3,1301.7,4,3,Wet,Elephant,4,0.44,0,20.9,11.1,80.9,1319.6,5.32,0.0,0.07657764537655405,87.64
evt_62b718f1,ZONE_E05,-1.60647,35.40408,14.1,89.5,0.0,40,77120.5,69786.3,850.1,1301.5,4,3,Wet,Zebra,12,0.34,0,20.9,11.1,80.9,1299.5,2.3,2465.7127156316774,0.03070558840096043,19.45
evt_bd5b0364,ZONE_B04,-2.2354,35.13663,15.8,85.2,10.0,40,7196.4,8067.0,30259.8,1374.1,4,3,Wet,Buffalo,0,0.3,0,20.9,11.1,80.9,1424.0,5.04,0.0,0.05730918092452908,164.26
evt_f5b8b242,ZONE_C01,-2.01212,34.63795,17.9,91.3,0.0,39,6898.6,10642.7,40255.9,1379.8,4,3,Wet,Zebra,1,0.31,0,20.9,11.1,80.9,1358.5,0.84,0.0,0.14114183891727275,47.67
evt_41fc58f2,ZONE_E02,-1.54941,34.7963,17.2,93.3,18.4,30,10747.0,27867.6,54980.9,1254.1,4,3,Wet,Zebra,1,0.38,0,20.9,11.1,80.9,1288.6,2.88,0.0,0.03289991108737657,150.73
evt_c967da3c,ZONE_A02,-2.37386,34.76615,16.1,91.8,0.0,39,7360.6,35611.1,18686.4,1367.9,4,3,Wet,Zebra,20,0.32,0,20.9,11.1,80.9,1331.2,2.06,0.0,0.06276042889949772,83.91
evt_3d7a9490,ZONE_C01,-1.95736,34.59866,17.3,90.1,0.0,38,11300.7,15862.1,44852.0,1317.7,5,3,Wet,Zebra,1,0.21,0,20.9,11.1,80.9,1358.5,0.84,0.0,0.29693520037059157,205.46
evt_192fc6ea,ZONE_A04,-2.34356,35.2056,18.0,82.7,0.0,34,4939.3,15975.6,44511.9,1351.3,5,3,Wet,Elephant,6,0.21,0,20.9,11.1,80.9,1363.3,4.63,6414.244004156453,0.05605798645023566,221.26
evt_d3132138,ZONE_E02,-1.60611,34.83909,18.0,86.4,12.4,37,15466.4,21993.2,47309.3,1343.7,5,3,Wet,Buffalo,1,0.18,0,20.9,11.1,80.9,1334.4,2.64,8569.716465692587,0.020600741619614105,191.56
evt_ebcc69cd,ZONE_A03,-2.33372,35.05707,17.5,88.2,14.9,32,3808.8,21755.1,37645.5,1361.1,5,3,Wet,Buffalo,2,0.2,0,20.9,11.1,80.9,1386.0,4.43,0.0,0.030261339505195623,141.85
evt_96029b38,ZONE_C02,-1.98731,34.83231,18.6,87.9,19.3,36,14705.9,21135.3,18688.3,1480.6,5,3,Wet,Buffalo,2,0.15,0,20.9,11.1,80.9,1446.5,2.23,6431.791099054635,0.043635925185590056,121.61000000000001
evt_86e913dc,ZONE_B03,-2.13147,35.01022,16.7,92.4,0.0,37,18739.3,22422.4,14663.2,1495.1,5,3,Wet,Zebra,4,0.22,0,20.9,11.1,80.9,1512.2,8.28,8848.614617328996,0.19521391149489808,59.92
evt_d07a7af6,ZONE_B05,-2.1944,35.42656,15.9,87.8,14.4,32,11777.9,25181.2,52095.4,1363.2,5,3,Wet,Zebra,6,0.21,0,20.9,11.1,80.9,1333.9,1.58,0.0,0.08860945660490778,99.76
evt_71b4aaf1,ZONE_C05,-1.97667,35.34907,16.4,81.9,4.5,31,35963.8,29851.0,38878.2,1363.4,5,3,Wet,Zebra,3,0.12,0,20.9,11.1,80.9,1382.9,6.96,0.0,0.10949090974462528,95.74
evt_69b6d69e,ZONE_D05,-1.8273,35.47432,17.6,86.3,0.0,33,52565.4,51446.7,26589.8,1297.7,5,3,Wet,Buffalo,11,0.19,0,20.9,11.1,80.9,1300.0,3.58,2178.10655992587,0.036421115258333935,81.57000000000001
evt_62ae891f,ZONE_D05,-1.7673,35.34705,18.4,81.9,0.0,39,59244.1,50813.2,19511.8,1378.5,5,3,Wet,Lion,11,0.18,0,20.9,11.1,80.9,1362.0,7.14,0.0,0.26952834665651626,145.38
evt_ea7620dd,ZONE_A05,-2.48087,35.3972,17.1,91.5,0.0,35,20112.1,38150.2,69331.3,1282.7,5,3,Wet,Rhino,4,0.27,0,20.9,11.1,80.9,1272.0,1.44,0.0,0.057750806986099044,182.86
evt_035ec77b,ZONE_C03,-2.02608,35.06544,16.7,85.1,23.7,35,30465.9,24445.0,7829.3,1532.8,5,3,Wet,Zebra,2,0.23,0,20.9,11.1,80.9,1507.4,1.12,0.0,0.1012078982457672,124.54999999999998
evt_d30c17cf,ZONE_D05,-1.75836,35.46866,17.4,92.1,17.0,37,60237.0,57471.8,19191.3,1303.1,5,3,Wet,Buffalo,11,0.27,0,22.7,10.5,85.1,1300.0,3.58,0.0,0.05588269978303509,94.41
evt_c2903797,ZONE_A03,-2.46734,35.0121,17.8,88.7,0.0,34,18608.7,36324.8,46390.8,1337.0,5,3,Wet,Zebra,2,0.22,0,22.7,10.5,85.1,1309.9,2.88,3192.3984432148477,0.022091879951140654,217.35
evt_3031b40e,ZONE_C04,-1.95972,35.26803,17.4,89.5,49.5,31,37846.4,27766.7,30120.9,1380.7,5,3,Wet,Zebra,3,0.12,0,22.7,10.5,85.1,1382.9,6.96,0.0,0.03283383440814631,163.26
evt_21bacd91,ZONE_A02,-2.36699,34.81197,17.6,86.1,0.0,35,7477.3,37895.7,23834.1,1359.9,5,3,Wet,Zebra,20,0.25,0,22.7,10.5,85.1,1331.2,2.06,9752.991229491585,0.07070246998391819,96.06
evt_4f4b7daa,ZONE_E01,-1.60261,34.64909,18.2,89.1,47.7,34,5659.1,27623.6,58936.6,1348.4,5,3,Wet,Lion,2,0.22,0,22.7,10.5,85.1,1323.6,4.29,0.0,0.1330822214322915,203.35999999999999
evt_e1a3cad6,ZONE_D03,-1.73414,34.91894,18.1,87.5,0.0,32,24357.7,15112.2,30904.3,1347.0,5,3,Wet,Buffalo,4,0.25,0,22.7,10.5,85.1,1383.6,4.82,0.0,0.14901701230151673,126.33999999999999
evt_416808db,ZONE_D04,-1.89569,35.289,17.7,91.2,13.9,35,44964.1,35253.9,34147.6,1328.9,5,3,Wet,Zebra,15,0.25,0,22.7,10.5,85.1,1378.9,3.68,0.0,0.07993657762405822,208.24
evt_689f452a,ZONE_A03,-2.49009,35.01665,17.3,84.6,30.1,40,21149.1,38149.9,47359.2,1321.6,5,3,Wet,Zebra,2,0.2,0,22.7,10.5,85.1,1309.9,2.88,10302.57276284699,0.02039526816961283,91.12
evt_a7cdb007,ZONE_B02,-2.25765,34.8441,16.7,87.7,0.0,32,4720.1,32294.6,31401.7,1366.8,5,3,Wet,Elephant,33,0.2,0,22.7,10.5,85.1,1365.2,2.17,4109.734954550661,0.034866694236953696,126.24
evt_4370c27d,ZONE_D05,-1.77954,35.49788,16.8,86.7,20.8,33,57872.6,57285.5,22736.3,1275.3,5,3,Wet,Zebra,11,0.21,0,22.7,10.5,85.1,1300.0,3.58,334.51065959034247,0.023877588577502284,98.3
evt_858ec76e,ZONE_B01,-2.25254,34.50143,17.2,91.4,,37,5280.0,20190.5,19718.3,1307.2,5,3,Wet,Zebra,31,0.17,0,22.7,10.5,85.1,1298.1,3.15,0.0,0.029876229037624016,197.22000000000003
evt_5a93d1cb,ZONE_E05,-1.59313,35.32689,16.3,89.4,7.1,39,69687.3,62917.7,8161.7,1336.9,5,3,Wet,Zebra,12,0.16,0,22.7,10.5,85.1,1318.0,1.2,0.0,0.048354847566548495,135.17000000000002
evt_9d3d35b4,ZONE_D03,-1.83329,35.01632,16.8,86.4,0.0,34,35162.9,24324.5,18625.7,1414.6,5,3,Wet,Buffalo,4,0.21,0,22.7,10.5,85.1,1448.8,1.5,8190.847255753274,0.06194805063599162,124.15
evt_d3a9efaa,ZONE_E01,-1.56735,34.58478,15.9,88.1,25.2,37,12825.1,35234.0,66663.5,1294.1,5,3,Wet,Zebra,2,0.18,0,22.7,10.5,85.1,1323.6,4.29,0.0,0.04238084977175928,145.79
evt_6a1182d7,ZONE_B03,-2.145,34.92424,18.6,86.3,15.8,33,17241.4,31245.6,18189.4,1477.2,5,3,Wet,Buffalo,4,0.11,0,22.7,10.5,85.1,1473.9,2.17,0.0,0.02859902051525206,121.23000000000002
evt_c2cc2c3a,ZONE_A02,-2.37904,34.76867,14.8,84.3,0.0,33,7630.7,36248.2,18883.1,1333.5,5,3,Wet,Zebra,20,0.24,0,22.7,10.5,85.1,1331.2,2.06,0.0,0.025005678051893236,182.39999999999998
evt_ff80fef7,ZONE_A03,-2.30813,35.01865,16.4,88.9,0.0,27,1302.5,23464.4,34324.7,1357.1,5,3,Wet,Buffalo,2,0.3,0,22.7,10.5,85.1,1375.5,7.29,0.0,0.03485102619477073,109.13
evt_6a433271,ZONE_B03,-2.17946,34.92324,17.3,84.6,0.0,32,13416.1,30836.6,21702.0,1465.8,5,3,Wet,Zebra,4,0.11,0,22.7,10.5,85.1,1433.9,5.67,2097.9511745559835,0.1413042423428026,120.62
evt_80e12356,ZONE_C01,-2.02301,34.58107,15.7,87.6,1.8,41,13242.6,8815.6,41972.3,1375.8,5,3,Wet,Buffalo,1,0.18,0,22.7,10.5,85.1,1358.5,0.84,0.0,0.036492716657625324,119.77
evt_934860e8,ZONE_D01,-1.74921,34.61211,16.2,88.5,24.3,39,9779.7,21632.2,51341.5,1314.3,5,3,Wet,Zebra,3,0.2,0,22.7,10.5,85.1,1306.0,3.17,0.0,0.27977762985785615,214.69
evt_13527a9b,ZONE_B05,-2.23749,35.34068,19.0,86.9,7.5,39,6964.5,16177.7,46156.9,1313.0,5,3,Wet,Buffalo,6,0.21,0,22.7,10.5,85.1,1362.1,6.56,0.0,0.22903801569533944,191.51000000000002
evt_66fe8b89,ZONE_D03,-1.71605,34.95374,16.4,86.9,0.0,39,28217.7,19471.0,31989.9,1392.8,5,3,Wet,Elephant,4,0.23,0,22.7,10.5,85.1,1395.3,7.81,0.0,0.03073073428321576,228.19
evt_7e588265,ZONE_A02,-2.34734,34.81491,17.8,81.2,9.0,33,5353.9,36422.8,24583.8,1359.4,5,3,Wet,Lion,20,0.27,0,22.7,10.5,85.1,1365.2,2.17,0.0,0.03953937165824971,151.15
evt_9038d230,ZONE_A05,-2.35631,35.46601,17.2,79.0,9.0,33,6307.4,34287.8,65199.6,1327.3,5,3,Wet,Buffalo,4,0.17,0,22.7,10.5,85.1,1268.9,2.76,1184.523337389916,0.032683651456437354,81.57000000000001
evt_7f9dfa70,ZONE_A05,-2.41148,35.30429,15.5,92.1,37.0,30,12430.6,26215.2,56891.3,1306.7,5,3,Wet,Buffalo,4,0.17,0,22.7,10.5,85.1,1326.1,1.86,9472.28250032849,0.057879983927981354,23.82
evt_32c48862,ZONE_C04,-2.02721,35.21587,19.2,81.6,0.0,36,30333.7,19294.5,24178.8,1440.8,5,3,Wet,Elephant,3,0.25,0,22.7,10.5,85.1,1440.5,4.54,0.0,0.029064345593038922,216.16000000000003
evt_3f10e18a,ZONE_A05,-2.46857,35.4721,19.1,79.1,0.0,35,18762.7,42493.9,73933.6,1262.6,6,3,Wet,Lion,4,0.13,0,22.7,10.5,85.1,1280.3,2.85,4287.385882736349,0.20025136413958328,71.03
evt_675034c9,ZONE_C03,-2.02653,35.06564,18.2,85.6,34.6,37,30415.5,24391.8,7868.7,1531.8,6,3,Wet,Elephant,2,0.14,0,19.8,7.3,76.4,1507.4,1.12,9368.24110734703,0.031042500535722543,131.23
evt_a7322bd6,ZONE_D02,-1.83633,34.89072,16.7,81.4,5.0,41,21224.0,10861.4,21879.6,1445.6,6,3,Wet,Rhino,5,0.25,0,19.8,7.3,76.4,1438.7,5.18,4135.064186634225,0.024292918435827288,225.49
evt_424ff6a2,ZONE_A03,-2.41762,34.93223,20.5,79.3,8.6,32,13084.9,38349.2,36961.3,1346.6,6,3,Wet,Zebra,2,0.21,0,19.8,7.3,76.4,1363.1,1.26,6619.89847669778,0.021467484167486638,243.68999999999997
evt_c79abaca,ZONE_B03,-2.28934,34.92885,18.5,85.6,7.4,24,1186.0,31722.4,33129.9,1380.7,6,3,Wet,Buffalo,4,0.29,0,19.8,7.3,76.4,1376.4,7.11,8802.14656180971,0.02697487739229539,96.34
evt_12841562,ZONE_C02,-2.07626,34.7634,18.5,83.0,20.0,32,7066.0,18348.4,27625.4,1360.9,6,3,Wet,Elephant,2,0.12,0,19.8,7.3,76.4,1426.8,5.71,0.0,0.06974622151011184,159.65
evt_4c78bd1f,ZONE_A03,-2.47665,34.93442,19.1,83.9,6.4,39,19653.1,42625.4,38117.2,1334.0,6,3,Wet,Zebra,2,0.19,0,19.8,7.3,76.4,1304.1,5.21,0.0,0.06921237368726738,136.63
evt_58c774f0,ZONE_C03,-2.06339,35.02142,18.3,83.7,24.7,35,26330.1,24990.3,7439.3,1551.7,6,3,Wet,Zebra,2,0.26,0,19.8,7.3,76.4,1512.2,8.28,9678.002977302443,0.028433769388170493,0.0
evt_59267ad3,ZONE_D05,-1.71071,35.4589,17.2,83.7,0.0,33,65526.4,61546.2,13942.9,1260.9,6,3,Wet,Elephant,11,0.25,0,19.8,7.3,76.4,1287.3,0.93,0.0,0.08812464108991232,14.3
evt_950ee231,ZONE_B03,-2.17326,35.06882,18.3,83.1,37.3,40,14096.1,14876.3,20727.6,1474.0,6,3,Wet,Zebra,4,0.26,0,19.8,7.3,76.4,1424.0,5.04,0.0,1.5049711302624555,88.06
evt_44130072,ZONE_D01,-1.79123,34.68656,18.8,84.4,29.2,21,1615.1,12645.6,41860.3,1333.4,6,3,Wet,Elephant,3,0.33,1,19.8,7.3,76.4,1355.4,6.44,0.0,0.07213654106688465,32.7
evt_1c532b52,ZONE_B03,-2.13261,34.98927,17.8,85.7,30.0,33,18613.1,24585.0,14793.6,1506.1,6,3,Wet,Elephant,4,0.12,0,19.8,7.3,76.4,1512.2,8.28,0.0,0.03880798626275613,143.73
evt_f781d3b9,ZONE_A01,-2.41648,34.57749,18.4,80.7,0.0,33,12959.6,35279.2,3100.2,1337.4,6,3,Wet,Rhino,24,0.19,0,19.8,7.3,76.4,1311.1,4.25,4099.2718196805745,0.21344240576225687,100.16
evt_2e558ca9,ZONE_B03,-2.13518,35.01774,19.5,84.5,22.7,33,18346.5,21496.3,15159.8,1535.9,6,3,Wet,Buffalo,4,0.24,0,19.8,7.3,76.4,1512.2,8.28,0.0,0.09990018429668117,94.78999999999999
evt_a3a5c5b9,ZONE_A05,-2.43796,35.35563,18.3,86.8,10.2,40,15341.7,31608.9,62713.6,1287.5,6,3,Wet,Elephant,4,0.18,0,19.8,7.3,76.4,1297.3,4.71,0.0,1.0605935594565126,102.94999999999999
evt_dbf304f3,ZONE_C05,-1.95873,35.33361,18.5,91.7,0.0,31,37949.1,30662.1,37356.3,1380.6,6,3,Wet,Lion,3,0.16,0,19.8,7.3,76.4,1382.9,6.96,0.0,0.06654265083872701,171.28
evt_bdfe9c15,ZONE_C04,-1.9007,35.24856,18.2,86.3,0.0,38,44406.0,33715.2,29747.6,1429.6,6,3,Wet,Zebra,3,0.27,0,19.8,7.3,76.4,1433.0,0.94,0.0,0.1387532049571128,200.61
evt_fd20e302,ZONE_C04,-2.02835,35.25717,16.9,83.9,0.0,34,30206.9,20115.9,28751.3,1399.7,6,3,Wet,Buffalo,3,0.24,0,19.8,7.3,76.4,1382.9,6.96,0.0,0.9544067514615784,60.769999999999996
evt_3f474e72,ZONE_A02,-2.32817,34.82906,18.5,83.4,38.0,28,3145.0,35937.3,26672.9,1363.3,6,3,Wet,Zebra,20,0.28,0,19.8,7.3,76.4,1365.2,2.17,0.0,0.03171011843285766,112.25999999999999
evt_af50ac0a,ZONE_A05,-2.37388,35.48161,17.4,81.0,0.0,31,8218.7,36780.7,67765.0,1289.4,6,3,Wet,Zebra,4,0.17,0,19.8,7.3,76.4,1268.9,2.76,0.0,0.06628870271632091,0.0
evt_3b956cc9,ZONE_E01,-1.60607,34.56767,17.8,81.3,8.2,37,14715.1,33642.3,65018.5,1285.9,6,3,Wet,Rhino,2,0.24,0,19.8,7.3,76.4,1323.6,4.29,11106.227103137748,0.03462379704854358,65.87
evt_3ddaaec3,ZONE_B04,-2.18835,35.15679,15.7,86.8,0.0,48,12422.2,4972.6,27243.0,1412.7,6,3,Wet,Zebra,0,0.21,0,19.8,7.3,76.4,1404.9,2.58,0.0,0.04115970111450891,130.69
evt_40409296,ZONE_A05,-2.44803,35.47098,18.5,82.1,0.0,34,16488.4,40830.2,72253.2,1270.4,6,3,Wet,Rhino,4,0.25,0,19.8,7.3,76.4,1268.9,2.76,0.0,0.2348979837958748,82.32
evt_6e111fe3,ZONE_D02,-1.72878,34.80526,19.3,84.4,39.2,39,11709.2,7941.4,37120.6,1400.8,6,3,Wet,Elephant,5,0.16,0,19.8,7.3,76.4,1365.7,5.55,10022.767745462683,0.03508471851957382,132.72
evt_796ae131,ZONE_B05,-2.14558,35.31735,18.3,85.5,0.0,31,17171.5,14374.9,38802.0,1349.3,6,3,Wet,Zebra,6,0.26,0,19.8,7.3,76.4,1386.3,2.49,0.0,0.044464629240824,126.36
evt_e3f1faac,ZONE_C04,-2.09259,35.12258,17.8,86.6,0.0,36,23089.6,14718.8,17074.9,1489.0,6,3,Wet,Elephant,3,0.23,0,19.8,7.3,76.4,1469.8,9.93,0.0,0.1484445615753734,196.28
evt_028dff8c,ZONE_B04,-2.29646,35.25916,17.5,83.7,5.4,17,598.4,12580.4,43772.1,1344.0,6,3,Wet,None Detected,0,0.37,0,19.8,7.3,76.4,1319.6,5.32,10157.503651003364,0.0879745242637921,0.0
evt_faf2bbae,ZONE_D03,-1.74456,34.98053,17.3,84.1,0.0,30,31179.2,20990.1,28485.6,1464.4,6,3,Wet,Zebra,4,0.25,0,19.8,7.3,76.4,1395.3,7.81,85.4302703046349,0.051425978172794415,194.34000000000003
evt_c831c5b9,ZONE_D05,-1.7433,35.3772,21.2,92.8,11.3,30,61902.8,54467.7,16133.9,1296.3,6,3,Wet,Zebra,11,0.25,0,21.3,0.0,76.9,1301.2,1.71,4930.701813955649,0.09173715685122272,182.98
evt_21340ce6,ZONE_C05,-1.9231,35.36051,20.1,79.3,2.5,30,41911.5,35583.5,36193.7,1369.4,7,3,Wet,Zebra,3,0.24,0,21.3,0.0,76.9,1332.8,3.88,0.0,0.03012576042949712,122.15
evt_acc1f5ec,ZONE_C05,-1.98866,35.42223,21.1,77.7,34.3,35,34622.4,34089.2,43287.3,1311.9,7,3,Wet,Zebra,3,0.13,0,21.3,0.0,76.9,1349.7,0.95,0.0,10.820079000058193,142.97000000000003
evt_dc755e96,ZONE_B01,-2.22007,34.52863,18.8,86.4,4.0,33,8935.1,15528.4,21521.7,1281.7,7,3,Wet,Buffalo,31,0.14,0,21.3,0.0,76.9,1304.2,1.88,0.0,0.1636983992573795,225.00000000000003
evt_c18e1913,ZONE_B02,-2.25985,34.82174,18.1,82.1,37.1,37,4495.6,30380.8,29150.6,1361.2,7,3,Wet,Buffalo,33,0.16,0,21.3,0.0,76.9,1365.2,2.17,0.0,0.04400157150562809,161.33
evt_9e804fce,ZONE_A03,-2.38937,34.97246,21.0,86.0,0.0,37,9943.2,32901.4,41396.6,1357.5,7,3,Wet,Elephant,2,0.26,0,21.3,0.0,76.9,1366.4,0.97,3664.2267814839133,0.07789695693005404,215.01999999999995
evt_350a3f7c,ZONE_E03,-1.62705,35.09124,18.6,81.9,0.0,37,43489.8,37651.7,34450.2,1394.0,7,3,Wet,Lion,3,0.15,0,21.3,0.0,76.9,1344.0,1.3,0.0,0.028968035213433517,100.38999999999999
evt_6cec20c8,ZONE_B02,-2.19469,34.77792,17.1,79.4,0.0,32,8658.6,22399.0,30198.8,1381.6,7,3,Wet,Zebra,33,0.11,0,21.3,0.0,76.9,1411.5,2.74,0.0,0.06250157793285963,107.81
evt_41b61c66,ZONE_A02,-2.42103,34.83371,20.2,79.4,0.0,34,13481.7,44142.9,26070.0,1356.0,7,3,Wet,Zebra,20,0.13,0,21.3,0.0,76.9,1331.2,2.06,0.0,0.03185330667806307,87.49000000000001
evt_bb4a0fe9,ZONE_C02,-1.91953,34.80053,20.8,80.8,14.2,32,11216.9,13291.5,23905.1,1411.1,7,3,Wet,Buffalo,2,0.21,0,21.3,0.0,76.9,1433.8,0.8,3884.0932116644653,0.1664328884913388,142.66
evt_d6864c72,ZONE_E02,-1.65303,34.70145,18.3,74.8,17.4,25,1142.7,19673.6,50886.8,1257.7,7,3,Wet,Zebra,1,0.29,0,21.3,0.0,76.9,1329.4,0.61,13391.662951668042,0.018924273571560974,58.17
evt_bc460072,ZONE_C05,-1.99437,35.34998,20.9,86.7,0.0,37,33994.3,28294.2,38896.9,1367.6,7,3,Wet,Buffalo,3,0.14,0,21.3,0.0,76.9,1382.9,6.96,0.0,0.04955377709201258,162.84
evt_99707bf2,ZONE_D04,-1.79375,35.28533,20.7,84.8,0.0,32,56302.6,46157.1,25031.9,1391.5,7,3,Wet,Lion,15,0.14,0,21.3,0.0,76.9,1362.0,7.14,7148.1086762688055,0.1088087213957565,112.22
evt_c4b82a3b,ZONE_D05,-1.83809,35.40953,20.5,83.4,12.0,39,51371.8,46493.3,26495.2,1319.0,7,3,Wet,Buffalo,11,0.17,0,21.3,0.0,76.9,1338.3,2.2,0.0,0.044506505228675886,162.84
